B00192KF12,B0019BGDNC,0.470857372022
B000FDL3XU,B000GIPHNQ,0.290282756771
B00001P4XH,B00004WCBT,0.427771445632
B000SMMMH4,B000TDAPHQ,0.307269311687
B0002OG6OI,B0002OG6CA,0.319627229165
B00192KF12,B001AQQ63I,0.404766276269
B003ARSZ1G,B003AVPUYC,0.369116661281
B003Y74AXO,B003YKFKR6,0.233214335266
B001T9AGLE,B001U3Y8NG,0.300285763095
B000FDL3XU,B000HM9A2A,0.307957273461
B002QHF05U,B002QHUVN6,0.332747941421
B005FVNGRI,B005GREVW0,0.280168925675
B004DLUZ4I,B004E10KFG,0.442302344747
B00001P4XH,B00004Z5QU,0.437255459312
B00192KF12,B001AQWLTQ,0.405896870213
B004TNKH7K,B004TZVKIS,0.461146395081
B000SMMMH4,B000TG5RN0,0.314534949162
B0002OG6OI,B0002VO8GE,0.25240778282
B000FDL3XU,B000HRFB78,0.247649335949
B005FVNGRI,B005H3QI7O,0.347062852195
B0073XD78Y,B0074A4XBQ,0.211070475187
B009YSSTDY,B00A2AWBKU,0.427431700118
B008BBMJ5E,B008D97LNE,0.537621832538
B003ARSZ1G,B003B2GTY0,0.385496416559
B003Y74AXO,B003ZHXHUA,0.314059204797
B001T9AGLE,B001U612R8,0.456575644514
B002QHF05U,B002QJ626E,0.316384538063
B00192KF12,B001D8CCYK,0.418300413853
B00C8OT7FK,B00CBB7P4U,0.546746208922
B004DLUZ4I,B004E54LTI,0.341339228548
B005FVNGRI,B005HSG3PQ,0.49601593986
B000FDL3XU,B000HVVHEU,0.366283133551
B00001P4XH,B00004Z8GN,0.428244722442
B004TNKH7K,B004U4WYLU,0.181177598965
B000SMMMH4,B000TLOFYC,0.302809886757
B0002OG6OI,B0002Y0RAC,0.15882574161
B009YSSTDY,B00A3658NU,0.328513763338
B00192KF12,B001DBIT08,0.319244811501
B0073XD78Y,B0076HMDQO,0.433319127347
B008BBMJ5E,B008FQKKB0,0.323212612593
B001T9AGLE,B001U61FN4,0.468636114717
B003Y74AXO,B003ZKG10K,0.257491941819
B002QHF05U,B002R7JPGE,0.381147250669
B003ARSZ1G,B003CFB180,0.369922291757
B005FVNGRI,B005HUVB5Q,0.456159793951
B000FDL3XU,B000I3XIEE,0.33238379986
B004DLUZ4I,B004E580PY,0.341339228548
B009YSSTDY,B00AASENXC,0.34436105512
B00192KF12,B001DZRA4K,0.397269707399
B00C8OT7FK,B00CL8F98W,0.38364941502
B00001P4XH,B0000510ZO,0.361677958551
B004TNKH7K,B004UHZUDG,0.407709431259
B0002OG6OI,B0002Z82XA,0.276718324946
B000SMMMH4,B000TXNS6G,0.288328367529
B005FVNGRI,B005IY0A5S,0.368457402082
B000FDL3XU,B000I96AUM,0.462710660654
B008BBMJ5E,B008IT11B2,0.355721867008
