B0002JT3IO,B0002KR9GQ,0.17618148719
B0002JT3IO,B0002KRC5Y,0.354406903569
B0000302Y8,B00004R9LD,0.304504037251
B0002JT3IO,B0002SPLQ8,0.35502205702
B0000222XD,B0000222ZA,0.354673659854
B0002JT3IO,B0002YSAHY,0.31299047971
B0002JT3IO,B0002YU4JG,0.288661898843
B0002JT3IO,B0002ZO7A2,0.429873289159
B000NPPAUC,B000NPPARK,0.342967450417
B000BQKBYS,B000BQUR2Y,0.173631933868
B00008WQ35,B00008WQ33,0.907814038477
B0002JT3IO,B0002ZZWX8,0.385298277009
B0000302Y8,B00004R9LH,0.394600768151
B0002JT3IO,B00067IX1A,0.339958915291
B000I7MANA,B000IHHOVI,0.410018265144
B0002JT3IO,B00067YO7M,0.361193990537
B0000222XD,B00002233E,0.391211035042
B0002JT3IO,B0006FIOBG,0.320712275703
B002HGUQYK,B002HOHV9A,0.389783527124
B0002JT3IO,B0006J4GKK,0.386972678582
B0018KVOE2,B0018LAGZY,0.107142040643
B001KAL0TY,B001LNN2QO,0.370933159632
B000NPPAUC,B000NPT5RG,0.441278956158
B000WICYJU,B000WMK8FI,0.430513506882
B0002JT3IO,B0006VAWFG,0.400728189391
B003L77XRM,B003NQHSOO,0.355691871467
B000BQKBYS,B000BQYIGA,0.593466469815
B0000302Y8,B00004RGZQ,0.299004717787
B007JTO6UA,B007ML7HQ0,0.399465482565
B0002JT3IO,B0007R6ZJ6,0.371375159293
B0002JT3IO,B0007UQ2B4,0.355484169542
B0000222XD,B0000222ZP,0.38379195552
B004HQGDYK,B004HY3APW,0.361745400798
B002HGUQYK,B002I06KIQ,0.395575743213
B0002JT3IO,B0008F4HP6,0.366001635724
B00008WQ35,B00008WQ2Z,0.661538669693
B007JTO6UA,B007MY87D4,0.392674828799
B00A4EUUO8,B00AEXKR4C,0.346416180541
B000I7MANA,B000JF9P3O,0.263564348735
B000NPPAUC,B000NPZ4ZI,0.455819514789
B0002JT3IO,B0008IUWDY,0.245285476469
B005ESNJ2O,B005FPNGWO,0.29594615132
B003L77XRM,B003QKS4Z4,0.391913140308
