B000006OVI,B00000DMA8,0.431221704134
B000006OVI,B00000I1BR,0.42994932246
B000006OVI,B00000JL6V,0.400861213141
B000006OVI,B00001NFS5,0.456187881985
B00007UHEQ,B000083JXT,0.392489628237
B00005TQG6,B00005V6BE,0.478526810346
B00004S99N,B00004SPW9,0.485562761026
B000006OVI,B00001SHNG,0.429931735826
B000P297E8,B000P46NMA,0.44163489275
B0009UBR3A,B0009UC694,0.45695089043
B000006OVI,B00001X5BU,0.431925356254
B000FQBF1M,B000FRU0NU,0.464672750629
B0001ZZNNI,B00020LZAM,0.453907399834
B000006OVI,B000021Y2Y,0.502323884505
B0010YOQJ6,B0012NWBH4,0.433677624316
B000006OVI,B000028U28,0.363077739116
B00007UHEQ,B000084318,0.357999814542
B000006OVI,B00002CF9M,0.475127606949
B001EB8CD6,B001EKTF60,0.317370598705
B002W5GI9I,B002YJ0U3W,0.454109719497
B00004S99N,B00004T77A,0.471305095547
B000P297E8,B000QAY00A,0.465939595944
B0009UBR3A,B0009V1IPG,0.495480674618
B000006OVI,B00002EPGW,0.476456751585
B002BS47JE,B002BSC54I,0.496120896078
B00005TQG6,B00005VB7X,0.514766932594
B0010YOQJ6,B0012NZGJE,0.449434336408
B000006OVI,B00002NDSI,0.453049893243
B000FQBF1M,B000FZZ5UA,0.40675083434
B003VUL56Y,B003WUQBSA,0.467537318158
B000006OVI,B00002R28C,0.433189529138
B0001ZZNNI,B000227T3M,0.468610913742
B0050SYJJA,B0050SYOOA,0.370605801777
B000006OVI,B00002STFC,0.502400965625
B00007UHEQ,B000086JXC,0.375209290784
B007M6W3A0,B007MM9E2E,0.423175961662
B0009UBR3A,B0009WPZOA,0.436065325639
B000P297E8,B000QAVV70,0.455264417588
B002W5GI9I,B002ZJNWWC,0.422468880395
B001EB8CD6,B001F03N62,0.269208500877
B000006OVI,B00002STF1,0.457263313031
B0010YOQJ6,B0012V7S92,0.403844124
B00004S99N,B00004T4XO,0.471555153661
B000006OVI,B00002SV4K,0.478001369801
B00AAQRNQ8,B00AFDPGP6,0.478384154642
B003VUL56Y,B003ZJ1VD8,0.311435106108
B002BS47JE,B002BSC55M,0.215414861181
B00005TQG6,B00005V9NH,0.66270930891
B000006OVI,B00002SV58,0.409591181618
B000FQBF1M,B000G29GAM,0.393873614174
B0009UBR3A,B0009WPZMW,0.434646260526
B000006OVI,B000034DMT,0.478398037882
B000P297E8,B000R1A0LG,0.459524303661
B002W5GI9I,B0030CNE3K,0.2419506565
B0010YOQJ6,B001444IN6,0.455409394695
B0001ZZNNI,B000271N2A,0.495544051744
B007M6W3A0,B007MM9E42,0.433552321426
B00007UHEQ,B000087PM3,0.496987391469
B000006OVI,B000035XJD,0.480818053593
B001EB8CD6,B001F0L81O,0.385933672045
B0050SYJJA,B0050SYXSW,0.401908971121
B00004S99N,B00004TEXF,0.528073620419
B000006OVI,B000035XUZ,0.496340424423
B000006OVI,B000035XYC,0.304494474715
B0009UBR3A,B0009Z3IV4,0.440561657804
B003VUL56Y,B003ZJ5B4I,0.310612647727
B002W5GI9I,B0030MQPQ8,0.432588304535
B000006OVI,B000035Y3O,0.527338888282
B000P297E8,B000R3BNDI,0.446674055663
B000FQBF1M,B000G6IP5A,0.412317252631
B0010YOQJ6,B00149IL9I,0.47327408237
B000006OVI,B000035Y34,0.44806377063
B002BS47JE,B002BSC4RQ,0.44998936295
B00005TQG6,B00005WF9V,0.503286771473
